1.1 31.5  49.2  30  41.71
2.15  63. 87.59 30  31.42
3.2 94.5  115.18  30  21.13
4.25  126 131.2 30  10.84
5.3 157.5 137.94  30  0.55
6.35  189 133.12  30  -9.74
7.4 220.5 117.49 30  -20.03
8.45  252 91.06 30  -30.32
9.5 283.5 53.82 30  -40.61
10.55 315 5.77  30  -50.90
10.65 318 0.64  30  -51.88
10.7  319.5 -1.97 30  -52.37
